,name,full_name,clone_url,forks,watchers,open_issues,size,n_branches,len_description,owner,framework
248,angular-project-online-shopping,gkaurbalgir/angular-project-online-shopping,https://github.com/gkaurbalgir/angular-project-online-shopping.git,0,0,0,34,2,0,gkaurbalgir,angular
249,Angular-online-shopping,esraamamdouh136/Angular-online-shopping,https://github.com/esraamamdouh136/Angular-online-shopping.git,0,0,0,2592,2,0,esraamamdouh136,angular
250,online-technology-shop-angular,jasondang1991/online-technology-shop-angular,https://github.com/jasondang1991/online-technology-shop-angular.git,0,0,0,51288,2,0,jasondang1991,angular
251,Shop_online_angular,Sapendo/Shop_online_angular,https://github.com/Sapendo/Shop_online_angular.git,0,0,0,112,2,0,Sapendo,angular
252,Angular_Books_Online_Shop,NatiaChubinidze/Angular_Books_Online_Shop,https://github.com/NatiaChubinidze/Angular_Books_Online_Shop.git,0,0,0,14633,2,0,NatiaChubinidze,angular
253,online-shopping-using-angular,akhilreddy18/online-shopping-using-angular,https://github.com/akhilreddy18/online-shopping-using-angular.git,0,0,0,106,2,0,akhilreddy18,angular
254,angular-online-shop,Resha1279/angular-online-shop,https://github.com/Resha1279/angular-online-shop.git,0,0,0,890,2,0,Resha1279,angular
255,Online-Shop-Angular,s-ganji/Online-Shop-Angular,https://github.com/s-ganji/Online-Shop-Angular.git,0,0,0,309,2,0,s-ganji,angular
256,Shop,Skoropadskyi/Shop,https://github.com/Skoropadskyi/Shop.git,0,0,0,194,2,77,Skoropadskyi,angular
257,online-shop,desali/online-shop,https://github.com/desali/online-shop.git,0,0,0,7213,2,61,desali,angular
258,online-shop,SantiagoSossa/online-shop,https://github.com/SantiagoSossa/online-shop.git,0,0,0,145,2,44,SantiagoSossa,angular
259,online-shop,youseflkc/online-shop,https://github.com/youseflkc/online-shop.git,0,0,0,3520,2,52,youseflkc,angular
260,online-shop,andreaslanderer/online-shop,https://github.com/andreaslanderer/online-shop.git,0,0,0,11478,2,67,andreaslanderer,angular
261,Online-Shopping,HariPogula/Online-Shopping,https://github.com/HariPogula/Online-Shopping.git,0,0,0,76,2,40,HariPogula,angular
262,meang-frontend-online-shop,rogerdavila/meang-frontend-online-shop,https://github.com/rogerdavila/meang-frontend-online-shop.git,0,0,0,307,2,40,rogerdavila,angular
263,online-shop_recipe-book,SarvarKh/online-shop_recipe-book,https://github.com/SarvarKh/online-shop_recipe-book.git,0,1,0,551,2,48,SarvarKh,angular
264,shop-online-client,Gianni-A/shop-online-client,https://github.com/Gianni-A/shop-online-client.git,0,0,19,883,2,33,Gianni-A,angular
265,Shopping-Online---MEAN-Stack-Project,JulzDave/Shopping-Online---MEAN-Stack-Project,https://github.com/JulzDave/Shopping-Online---MEAN-Stack-Project.git,0,0,11,9278,2,31,JulzDave,angular
266,my-angular2-ecommerce-shop,megalucio/my-angular2-ecommerce-shop,https://github.com/megalucio/my-angular2-ecommerce-shop.git,0,0,0,127,2,63,megalucio,angular
267,Handistic-Online-Shop,fatma004/Handistic-Online-Shop,https://github.com/fatma004/Handistic-Online-Shop.git,1,1,0,23761,2,733,fatma004,angular
268,OnlineShoppingTemplateUsingAngular2js,GitHub4Jyo/OnlineShoppingTemplateUsingAngular2js,https://github.com/GitHub4Jyo/OnlineShoppingTemplateUsingAngular2js.git,0,0,0,236,2,113,GitHub4Jyo,angular
269,OnlineShoppingWebsite-using-Angular-and-Springboot,UK-JADHAV/OnlineShoppingWebsite-using-Angular-and-Springboot,https://github.com/UK-JADHAV/OnlineShoppingWebsite-using-Angular-and-Springboot.git,1,0,0,1903,2,59,UK-JADHAV,angular
270,OnlineShop-FrontEnd,damian-kwiecien-zz/OnlineShop-FrontEnd,https://github.com/damian-kwiecien-zz/OnlineShop-FrontEnd.git,0,0,0,65518,2,71,damian-kwiecien-zz,angular
271,shoppingApp,subashkv/shoppingApp,https://github.com/subashkv/shoppingApp.git,0,0,18,2733,2,52,subashkv,angular
272,nextu-shop-angular,eandres8/nextu-shop-angular,https://github.com/eandres8/nextu-shop-angular.git,0,0,0,1020,2,51,eandres8,angular
273,angular-shop,bakeroner/angular-shop,https://github.com/bakeroner/angular-shop.git,0,0,0,367,2,51,bakeroner,angular
274,angular-shopping,vmnog/angular-shopping,https://github.com/vmnog/angular-shopping.git,0,0,0,159,2,55,vmnog,angular
275,AngularOnlineSareeShoppingAdminSection,JaiSan9502/AngularOnlineSareeShoppingAdminSection,https://github.com/JaiSan9502/AngularOnlineSareeShoppingAdminSection.git,0,0,0,138,2,38,JaiSan9502,angular
276,online-shop,JhosefCardich/online-shop,https://github.com/JhosefCardich/online-shop.git,0,0,17,1964,2,149,JhosefCardich,angular
277,online_shop_project_angular6_node,nextshubham/online_shop_project_angular6_node,https://github.com/nextshubham/online_shop_project_angular6_node.git,0,0,0,128,2,47,nextshubham,angular
278,angularshop,mesinkasir/angularshop,https://github.com/mesinkasir/angularshop.git,1,1,0,25,2,58,mesinkasir,angular
279,shop-angula-nestjs,romelljaramillo/shop-angula-nestjs,https://github.com/romelljaramillo/shop-angula-nestjs.git,0,0,0,640,2,41,romelljaramillo,angular
280,online-store,wachuuu/online-store,https://github.com/wachuuu/online-store.git,0,1,0,507,2,57,wachuuu,angular
281,angular-tour-online-shopping-cart,sskadam45/angular-tour-online-shopping-cart,https://github.com/sskadam45/angular-tour-online-shopping-cart.git,0,0,0,14,2,26,sskadam45,angular
282,Angular-MongoDB-Shopping-Online,DorAmiel/Angular-MongoDB-Shopping-Online,https://github.com/DorAmiel/Angular-MongoDB-Shopping-Online.git,0,0,0,19212,2,0,DorAmiel,angular
283,online-shop-typescript-angular-node,andreeadumitru96/online-shop-typescript-angular-node,https://github.com/andreeadumitru96/online-shop-typescript-angular-node.git,0,0,0,38071,2,26,andreeadumitru96,angular
284,Online-Shop-Angular-Fullstack-App,ronnizan/Online-Shop-Angular-Fullstack-App,https://github.com/ronnizan/Online-Shop-Angular-Fullstack-App.git,0,1,0,3183,2,0,ronnizan,angular
285,Angular-Node.js-Online-Shopping,meital10/Angular-Node.js-Online-Shopping,https://github.com/meital10/Angular-Node.js-Online-Shopping.git,0,0,0,2807,2,160,meital10,angular
286,frontend-meang-online-shop,AzariasMacuare/frontend-meang-online-shop,https://github.com/AzariasMacuare/frontend-meang-online-shop.git,0,0,0,324,2,50,AzariasMacuare,angular
287,Com-Online-Shopping,tabdelrhman/Com-Online-Shopping,https://github.com/tabdelrhman/Com-Online-Shopping.git,0,0,0,1225,2,65,tabdelrhman,angular
288,front-meang-online-shop,andresomargonzalez/front-meang-online-shop,https://github.com/andresomargonzalez/front-meang-online-shop.git,0,0,0,284,2,63,andresomargonzalez,angular
289,online-Shopping-Ecommerce-Project,chukjustin2000/online-Shopping-Ecommerce-Project,https://github.com/chukjustin2000/online-Shopping-Ecommerce-Project.git,0,0,0,2662,2,63,chukjustin2000,angular
290,RealEstateOnlineShop,AndreiAndreea/RealEstateOnlineShop,https://github.com/AndreiAndreea/RealEstateOnlineShop.git,0,0,0,41774,2,57,AndreiAndreea,angular
291,online-shopping-system,shimels1/online-shopping-system,https://github.com/shimels1/online-shopping-system.git,0,0,0,1257,2,58,shimels1,angular
292,Online-Shop-Website,ipanatsia/Online-Shop-Website,https://github.com/ipanatsia/Online-Shop-Website.git,0,0,0,28,2,46,ipanatsia,angular
293,alias-online-shop,Dev-Integral/alias-online-shop,https://github.com/Dev-Integral/alias-online-shop.git,0,0,20,3322,2,51,Dev-Integral,angular
294,online-shop-frontend,DDonamaria/online-shop-frontend,https://github.com/DDonamaria/online-shop-frontend.git,0,0,0,707,2,58,DDonamaria,angular
295,online-shopping-cart,prasadnarayana/online-shopping-cart,https://github.com/prasadnarayana/online-shopping-cart.git,0,0,19,2557,2,60,prasadnarayana,angular
296,Online-Computer-Shop,RuiCastello/Online-Computer-Shop,https://github.com/RuiCastello/Online-Computer-Shop.git,0,0,0,1891,2,49,RuiCastello,angular
297,AngularStore,AlexJubs/AngularStore,https://github.com/AlexJubs/AngularStore.git,0,1,0,14,2,114,AlexJubs,angular
298,frontendAngular,MdGolam-Kibria/frontendAngular,https://github.com/MdGolam-Kibria/frontendAngular.git,0,1,0,2464,2,46,MdGolam-Kibria,angular
299,Mongdim-Angular,FranklinYu/Mongdim-Angular,https://github.com/FranklinYu/Mongdim-Angular.git,0,0,1,179,2,47,FranklinYu,angular
300,Online_Market-Angular-Node.js-MySQL,dorhdd/Online_Market-Angular-Node.js-MySQL,https://github.com/dorhdd/Online_Market-Angular-Node.js-MySQL.git,0,0,0,461,2,134,dorhdd,angular
301,online-shop,Tvido/online-shop,https://github.com/Tvido/online-shop.git,0,0,0,304,2,77,Tvido,angular
302,online-shopping,ImamitK/online-shopping,https://github.com/ImamitK/online-shopping.git,0,0,0,464,2,114,ImamitK,angular
303,online_shop,Roman-H91/online_shop,https://github.com/Roman-H91/online_shop.git,0,0,0,31,2,102,Roman-H91,angular
304,online-shop,HazemGharib/online-shop,https://github.com/HazemGharib/online-shop.git,0,1,0,150,2,73,HazemGharib,angular
305,Online-shopping,msalah-mum/Online-shopping,https://github.com/msalah-mum/Online-shopping.git,0,0,16,2334,2,85,msalah-mum,angular
306,Online-Shop,FaronS98/Online-Shop,https://github.com/FaronS98/Online-Shop.git,0,0,0,217,2,82,FaronS98,angular
307,Online-Shop,MosheOz/Online-Shop,https://github.com/MosheOz/Online-Shop.git,0,0,0,3657,2,100,MosheOz,angular
308,Online-Shopping,Himanshu303/Online-Shopping,https://github.com/Himanshu303/Online-Shopping.git,0,0,0,273,2,74,Himanshu303,angular
309,Angular-Ramen-Shop,afieldi/Angular-Ramen-Shop,https://github.com/afieldi/Angular-Ramen-Shop.git,0,0,0,141,2,55,afieldi,angular
310,shopp-crud-firebase-angular,cesarfreitas93/shopp-crud-firebase-angular,https://github.com/cesarfreitas93/shopp-crud-firebase-angular.git,0,0,0,135,2,67,cesarfreitas93,angular
311,oShop-angular,svitlanaf/oShop-angular,https://github.com/svitlanaf/oShop-angular.git,0,0,2,482,2,56,svitlanaf,angular
312,igniteui-angular-shop-application,IvayloG/igniteui-angular-shop-application,https://github.com/IvayloG/igniteui-angular-shop-application.git,0,0,0,95,2,59,IvayloG,angular
313,angular-mini-shop,rizalasrul/angular-mini-shop,https://github.com/rizalasrul/angular-mini-shop.git,0,1,0,530,2,52,rizalasrul,angular
314,OnlineShop,skinnydoo/OnlineShop,https://github.com/skinnydoo/OnlineShop.git,0,1,31,2460,2,86,skinnydoo,angular
315,shopping,homero456/shopping,https://github.com/homero456/shopping.git,0,0,21,2569,2,51,homero456,angular
316,Resto-Angular-Firebase,Dardena7/Resto-Angular-Firebase,https://github.com/Dardena7/Resto-Angular-Firebase.git,0,0,0,458,2,57,Dardena7,angular
317,angular-cli-practice,loisch22/angular-cli-practice,https://github.com/loisch22/angular-cli-practice.git,0,0,0,78,2,46,loisch22,angular
318,Adnromeda-Frontend-Angular,RostyslavStupnytskyi/Adnromeda-Frontend-Angular,https://github.com/RostyslavStupnytskyi/Adnromeda-Frontend-Angular.git,0,1,0,439,2,107,RostyslavStupnytskyi,angular
319,Online-Shop,zeljkolucic/Online-Shop,https://github.com/zeljkolucic/Online-Shop.git,0,0,0,10795,2,40,zeljkolucic,angular
320,ng-little-web-shop,burako/ng-little-web-shop,https://github.com/burako/ng-little-web-shop.git,1,0,0,300,2,52,burako,angular
321,angularShop,EllieThor/angularShop,https://github.com/EllieThor/angularShop.git,0,0,0,8356,2,139,EllieThor,angular
322,Implementing-Grocery-Store-with-Payment-Gateway-using-Angular,CapstoneProject18/Implementing-Grocery-Store-with-Payment-Gateway-using-Angular,https://github.com/CapstoneProject18/Implementing-Grocery-Store-with-Payment-Gateway-using-Angular.git,2,0,56,33954,2,467,CapstoneProject18,angular
323,TheBookShopAngularApp,Minacava/TheBookShopAngularApp,https://github.com/Minacava/TheBookShopAngularApp.git,1,1,0,70414,2,62,Minacava,angular
324,Shopping-online,sarazer/Shopping-online,https://github.com/sarazer/Shopping-online.git,0,0,0,4689,2,104,sarazer,angular
325,shop-online,yassineDevox/shop-online,https://github.com/yassineDevox/shop-online.git,0,1,0,4807,2,115,yassineDevox,angular
326,online-shop,wojteko22/online-shop,https://github.com/wojteko22/online-shop.git,0,0,5,640,2,122,wojteko22,angular
327,Organic-Shop,harshita1931/Organic-Shop,https://github.com/harshita1931/Organic-Shop.git,0,1,0,71,2,45,harshita1931,angular
328,online-shopping,khyatii/online-shopping,https://github.com/khyatii/online-shopping.git,0,0,0,3359,2,27,khyatii,angular
329,ionicShop,MingJing2015/ionicShop,https://github.com/MingJing2015/ionicShop.git,0,1,0,2962,2,42,MingJing2015,angular
330,shop_liver,eashwaranRaghu/shop_liver,https://github.com/eashwaranRaghu/shop_liver.git,0,0,0,120,2,52,eashwaranRaghu,angular
331,MimiShop,MinhYDev1504/MimiShop,https://github.com/MinhYDev1504/MimiShop.git,0,0,0,38155,2,72,MinhYDev1504,angular
332,Crazy-Shop,Stark2248/Crazy-Shop,https://github.com/Stark2248/Crazy-Shop.git,0,0,0,3254,2,58,Stark2248,angular
333,E-shopping-,Aditi3012/E-shopping-,https://github.com/Aditi3012/E-shopping-.git,0,1,19,69479,2,53,Aditi3012,angular
334,MediShop,MedinaAJ/MediShop,https://github.com/MedinaAJ/MediShop.git,0,1,24,12919,2,48,MedinaAJ,angular
335,toy-shop,DanBlakeman/toy-shop,https://github.com/DanBlakeman/toy-shop.git,0,0,0,388,2,49,DanBlakeman,angular
336,sample-shop,raminarmanfar/sample-shop,https://github.com/raminarmanfar/sample-shop.git,0,0,0,119,2,54,raminarmanfar,angular
337,shop-llc,DavidGasparyan/shop-llc,https://github.com/DavidGasparyan/shop-llc.git,0,0,0,322,2,50,DavidGasparyan,angular
338,LittleShop,davsap/LittleShop,https://github.com/davsap/LittleShop.git,0,0,0,86,2,47,davsap,angular
339,Shop-Online,MohamedBechir/Shop-Online,https://github.com/MohamedBechir/Shop-Online.git,0,0,3,4175,2,0,MohamedBechir,angular
340,Online-Shopping-NodeJS,ElSamhaa/Online-Shopping-NodeJS,https://github.com/ElSamhaa/Online-Shopping-NodeJS.git,1,0,0,284,2,74,ElSamhaa,angular
341,frontend-meang-online-shop,alejandrolaverri/frontend-meang-online-shop,https://github.com/alejandrolaverri/frontend-meang-online-shop.git,0,1,0,512,2,104,alejandrolaverri,angular
342,_frontend-meang-online-shop,gliceta/_frontend-meang-online-shop,https://github.com/gliceta/_frontend-meang-online-shop.git,0,0,0,1089,2,102,gliceta,angular
343,Online-Shopping-Store,abbie-dev1/Online-Shopping-Store,https://github.com/abbie-dev1/Online-Shopping-Store.git,0,1,0,446,2,62,abbie-dev1,angular
344,frontend-meang-online-shop,alijcolina/frontend-meang-online-shop,https://github.com/alijcolina/frontend-meang-online-shop.git,0,0,0,1870,2,107,alijcolina,angular
345,Shopping-Online,gal2410/Shopping-Online,https://github.com/gal2410/Shopping-Online.git,0,1,22,55789,2,5,gal2410,angular
346,quick-bazar-online-shopping-,acharyadarshan/quick-bazar-online-shopping-,https://github.com/acharyadarshan/quick-bazar-online-shopping-.git,0,0,0,4782,2,67,acharyadarshan,angular
347,Project4OnlineShop,MotiTishler/Project4OnlineShop,https://github.com/MotiTishler/Project4OnlineShop.git,0,0,0,195,2,103,MotiTishler,angular
348,frontend-meang-online-shop,berngarciamadrid/frontend-meang-online-shop,https://github.com/berngarciamadrid/frontend-meang-online-shop.git,0,0,0,220,2,107,berngarciamadrid,angular
349,frontend-meang-online-shop,JhonHurachi/frontend-meang-online-shop,https://github.com/JhonHurachi/frontend-meang-online-shop.git,0,0,0,602,2,104,JhonHurachi,angular
350,MEANG-Online-Shop,FranciscoJavierMartin/MEANG-Online-Shop,https://github.com/FranciscoJavierMartin/MEANG-Online-Shop.git,0,0,0,940,2,76,FranciscoJavierMartin,angular
351,AngularEcommerce,verma151/AngularEcommerce,https://github.com/verma151/AngularEcommerce.git,0,0,0,116,2,87,verma151,angular
352,AngularProject,IskraNikolova/AngularProject,https://github.com/IskraNikolova/AngularProject.git,0,0,0,1677,2,91,IskraNikolova,angular
353,games-shop,maciejpajkowski/games-shop,https://github.com/maciejpajkowski/games-shop.git,0,0,0,2831,2,131,maciejpajkowski,angular
354,Angular_Node.js_MySQL_shop_online,RayaLevinson/Angular_Node.js_MySQL_shop_online,https://github.com/RayaLevinson/Angular_Node.js_MySQL_shop_online.git,0,0,0,3147,2,0,RayaLevinson,angular
355,Angular_And_Spring_Boot_Online_Shop,rdm100/Angular_And_Spring_Boot_Online_Shop,https://github.com/rdm100/Angular_And_Spring_Boot_Online_Shop.git,0,0,0,9012,2,0,rdm100,angular
356,online-shop-CLIENT--Angular--SCHOOL-ASSIGNMENT,Nitai132/online-shop-CLIENT--Angular--SCHOOL-ASSIGNMENT,https://github.com/Nitai132/online-shop-CLIENT--Angular--SCHOOL-ASSIGNMENT.git,0,0,0,164,2,0,Nitai132,angular
357,target-shopping-cart,karthi1987/target-shopping-cart,https://github.com/karthi1987/target-shopping-cart.git,0,0,0,36437,2,53,karthi1987,angular
358,frontend-meang-shop,HDMercado/frontend-meang-shop,https://github.com/HDMercado/frontend-meang-shop.git,0,0,0,143,2,64,HDMercado,angular
359,ProjetPersoSnowboardShop,amoignet/ProjetPersoSnowboardShop,https://github.com/amoignet/ProjetPersoSnowboardShop.git,0,0,0,213,2,45,amoignet,angular
360,sweet-shop-frontend,AnastasiiaTk/sweet-shop-frontend,https://github.com/AnastasiiaTk/sweet-shop-frontend.git,0,0,19,6465,2,53,AnastasiiaTk,angular
361,shoppingCart-Angular-secuirty,zaki88-ahmed/shoppingCart-Angular-secuirty,https://github.com/zaki88-ahmed/shoppingCart-Angular-secuirty.git,0,0,2,559,2,139,zaki88-ahmed,angular
362,SpringBoot-Angular7-Online-Shopping-Store-Front,alexsantosfilho/SpringBoot-Angular7-Online-Shopping-Store-Front,https://github.com/alexsantosfilho/SpringBoot-Angular7-Online-Shopping-Store-Front.git,0,0,19,997,2,0,alexsantosfilho,angular
363,angular-ecom-shop,alexeagleson/angular-ecom-shop,https://github.com/alexeagleson/angular-ecom-shop.git,0,0,0,173,2,95,alexeagleson,angular
364,angular-shop-boilerplate,paulcaseys/angular-shop-boilerplate,https://github.com/paulcaseys/angular-shop-boilerplate.git,0,0,0,143,2,100,paulcaseys,angular
